ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,ad_text,conversions,cvr,group_id
1121841,23/08/2017,23/08/2017,30-34,F,30-34,F,32,38,34,511726.0,77,123.0900019,8.0,4.0,"Don't miss out, sale ends soon! Great for interest 34.",8.0,1.5633366293680603e-05,30-34-F-32-38-34
1121846,22/08/2017,22/08/2017,30-34,F,30-34,F,32,37,34,8350.0,0,0.0,1.0,0.0,Join our community of happy buyers. Great for interest 34.,1.0,0.00011976047904191617,30-34-F-32-37-34
1121861,20/08/2017,20/08/2017,30-34,F,30-34,F,64,66,69,157705.0,23,39.23000026,2.0,0.0,Upgrade your lifestyle now. Great for interest 69.,2.0,1.26819060904854e-05,30-34-F-64-66-69
1121867,17/08/2017,17/08/2017,30-34,F,30-34,F,65,69,71,82640.0,16,23.97000039,1.0,1.0,Discover the difference today. Great for interest 71.,1.0,1.2100677637947726e-05,30-34-F-65-69-71
1121889,30/08/2017,30/08/2017,35-39,F,35-39,F,10,15,13,127546.0,25,38.94000041,2.0,0.0,Discover the difference today. Great for interest 13.,2.0,1.5680617189092564e-05,35-39-F-10-15-13
1121891,17/08/2017,17/08/2017,35-39,F,35-39,F,10,15,13,1025327.0,229,314.2999983,16.0,2.0,Limited time offer on our newest products! Great for interest 13.,16.0,1.560477779284072e-05,35-39-F-10-15-13
1121903,18/08/2017,18/08/2017,35-39,F,35-39,F,16,18,18,1247717.0,222,343.4199994,11.0,4.0,Discover the difference today. Great for interest 18.,11.0,8.816101728196377e-06,35-39-F-16-18-18
1121928,20/08/2017,20/08/2017,35-39,F,35-39,F,21,27,24,39146.0,8,13.05999959,1.0,0.0,Limited time offer on our newest products! Great for interest 24.,1.0,2.5545394165431973e-05,35-39-F-21-27-24
1121994,30/08/2017,30/08/2017,35-39,F,35-39,F,32,33,34,222378.0,50,72.91000104,1.0,0.0,Upgrade your lifestyle now. Great for interest 34.,1.0,4.496847709755461e-06,35-39-F-32-33-34
1122040,30/08/2017,30/08/2017,40-44,F,40-44,F,10,15,11,205289.0,48,71.53000104,3.0,0.0,Discover the difference today. Great for interest 11.,3.0,1.461354480756397e-05,40-44-F-10-15-11
1122085,18/08/2017,18/08/2017,40-44,F,40-44,F,22,26,25,65726.0,17,22.12000012,2.0,0.0,Trusted by thousands of customers worldwide. Great for interest 25.,2.0,3.0429358244834618e-05,40-44-F-22-26-25
1122177,25/08/2017,25/08/2017,40-44,F,40-44,F,7,10,12,47929.0,12,14.58999991,1.0,1.0,Premium quality at an affordable price. Great for interest 12.,1.0,2.086419495503766e-05,40-44-F-7-10-12
1122202,28/08/2017,28/08/2017,45-49,F,45-49,F,16,20,19,906151.0,202,295.5499957,1.0,0.0,Join our community of happy buyers. Great for interest 19.,1.0,1.1035688312433579e-06,45-49-F-16-20-19
1122212,27/08/2017,27/08/2017,45-49,F,45-49,F,18,23,24,685211.0,164,247.3200026,4.0,3.0,"Don't miss out, sale ends soon! Great for interest 24.",4.0,5.837617901639057e-06,45-49-F-18-23-24
1122223,27/08/2017,27/08/2017,45-49,F,45-49,F,20,23,23,368480.0,107,140.4200011,5.0,4.0,Premium quality at an affordable price. Great for interest 23.,5.0,1.3569257490230135e-05,45-49-F-20-23-23
1122258,25/08/2017,25/08/2017,45-49,F,45-49,F,26,28,30,108655.0,28,46.92000186,1.0,0.0,Limited time offer on our newest products! Great for interest 30.,1.0,9.203442087340666e-06,45-49-F-26-28-30
1122288,27/08/2017,27/08/2017,45-49,F,45-49,F,31,32,33,51754.0,13,20.51999998,1.0,0.0,Trusted by thousands of customers worldwide. Great for interest 33.,1.0,1.9322177995903697e-05,45-49-F-31-32-33
1122290,26/08/2017,26/08/2017,45-49,F,45-49,F,31,32,33,104347.0,28,38.13999993,4.0,3.0,Join our community of happy buyers. Great for interest 33.,4.0,3.8333636807958064e-05,45-49-F-31-32-33
